,ID,scenario,seed,Controller,numPlatCars,numHumanCars,spdLeader,BeaconIntervalPlat,BeaconIntervalHuman,DENMInterval,DecelerationRate,PacketSize,Ctr_Param(Ploegh||Spacing),waitTime,Collision
140,29,15,0,PLOEG,7,10,100,0.05,0.04,0.05,8,100,0.5,0.004,False
141,30,15,0,PLOEG,7,10,100,0.05,0.04,0.05,8,100,0.5,0.001,False
142,31,16,0,PLOEG,7,10,100,0.05,0.04,0.05,8,500,0.2,0.004,False
143,32,16,0,PLOEG,7,10,100,0.05,0.04,0.05,8,500,0.2,0.001,False
144,33,17,0,PLOEG,7,10,100,0.05,0.04,0.05,8,500,0.3,0.004,False
145,34,17,0,PLOEG,7,10,100,0.05,0.04,0.05,8,500,0.3,0.001,False
146,35,18,0,PLOEG,7,10,100,0.05,0.04,0.05,8,500,0.5,0.004,False
147,36,18,0,PLOEG,7,10,100,0.05,0.04,0.05,8,500,0.5,0.001,False
148,37,19,0,PLOEG,7,10,100,0.05,0.04,0.05,6,100,0.2,0.004,False
149,38,19,0,PLOEG,7,10,100,0.05,0.04,0.05,6,100,0.2,0.001,False
150,39,20,0,PLOEG,7,10,100,0.05,0.04,0.05,6,100,0.3,0.004,False
151,40,20,0,PLOEG,7,10,100,0.05,0.04,0.05,6,100,0.3,0.001,False
152,41,21,0,PLOEG,7,10,100,0.05,0.04,0.05,6,100,0.5,0.004,False
153,42,21,0,PLOEG,7,10,100,0.05,0.04,0.05,6,100,0.5,0.001,False
154,43,22,0,PLOEG,7,10,100,0.05,0.04,0.05,6,500,0.2,0.004,False
155,44,22,0,PLOEG,7,10,100,0.05,0.04,0.05,6,500,0.2,0.001,False
156,45,23,0,PLOEG,7,10,100,0.05,0.04,0.05,6,500,0.3,0.004,False
157,46,23,0,PLOEG,7,10,100,0.05,0.04,0.05,6,500,0.3,0.001,False
158,47,24,0,PLOEG,7,10,100,0.05,0.04,0.05,6,500,0.5,0.004,False
159,48,24,0,PLOEG,7,10,100,0.05,0.04,0.05,6,500,0.5,0.001,False
160,49,25,0,PLOEG,7,10,100,0.05,0.03,0.05,8,100,0.2,0.004,False
161,50,25,0,PLOEG,7,10,100,0.05,0.03,0.05,8,100,0.2,0.001,False
162,51,26,0,PLOEG,7,10,100,0.05,0.03,0.05,8,100,0.3,0.004,False
163,52,26,0,PLOEG,7,10,100,0.05,0.03,0.05,8,100,0.3,0.001,False
164,53,27,0,PLOEG,7,10,100,0.05,0.03,0.05,8,100,0.5,0.004,False
165,54,27,0,PLOEG,7,10,100,0.05,0.03,0.05,8,100,0.5,0.001,False
166,55,28,0,PLOEG,7,10,100,0.05,0.03,0.05,8,500,0.2,0.004,False
167,56,28,0,PLOEG,7,10,100,0.05,0.03,0.05,8,500,0.2,0.001,False
168,57,29,0,PLOEG,7,10,100,0.05,0.03,0.05,8,500,0.3,0.004,False
169,58,29,0,PLOEG,7,10,100,0.05,0.03,0.05,8,500,0.3,0.001,False
170,59,30,0,PLOEG,7,10,100,0.05,0.03,0.05,8,500,0.5,0.004,False
171,60,30,0,PLOEG,7,10,100,0.05,0.03,0.05,8,500,0.5,0.001,False
172,61,31,0,PLOEG,7,10,100,0.05,0.03,0.05,6,100,0.2,0.004,False
173,62,31,0,PLOEG,7,10,100,0.05,0.03,0.05,6,100,0.2,0.001,False
174,63,32,0,PLOEG,7,10,100,0.05,0.03,0.05,6,100,0.3,0.004,False
175,64,32,0,PLOEG,7,10,100,0.05,0.03,0.05,6,100,0.3,0.001,False
176,65,33,0,PLOEG,7,10,100,0.05,0.03,0.05,6,100,0.5,0.004,False
177,66,33,0,PLOEG,7,10,100,0.05,0.03,0.05,6,100,0.5,0.001,False
178,67,34,0,PLOEG,7,10,100,0.05,0.03,0.05,6,500,0.2,0.004,False
179,68,34,0,PLOEG,7,10,100,0.05,0.03,0.05,6,500,0.2,0.001,False
180,69,35,0,PLOEG,7,10,100,0.05,0.03,0.05,6,500,0.3,0.004,False
181,70,35,0,PLOEG,7,10,100,0.05,0.03,0.05,6,500,0.3,0.001,False
182,71,36,0,PLOEG,7,10,100,0.05,0.03,0.05,6,500,0.5,0.004,False
183,72,36,0,PLOEG,7,10,100,0.05,0.03,0.05,6,500,0.5,0.001,False
184,73,37,0,PLOEG,7,10,100,0.1,0.02,0.1,8,100,0.2,0.007,False
185,74,37,0,PLOEG,7,10,100,0.1,0.02,0.1,8,100,0.2,0.001,False
186,75,38,0,PLOEG,7,10,100,0.1,0.02,0.1,8,100,0.3,0.007,False
187,76,38,0,PLOEG,7,10,100,0.1,0.02,0.1,8,100,0.3,0.001,False
188,77,39,0,PLOEG,7,10,100,0.1,0.02,0.1,8,100,0.5,0.007,False
189,78,39,0,PLOEG,7,10,100,0.1,0.02,0.1,8,100,0.5,0.001,False
190,79,40,0,PLOEG,7,10,100,0.1,0.02,0.1,8,500,0.2,0.007,False
191,80,40,0,PLOEG,7,10,100,0.1,0.02,0.1,8,500,0.2,0.001,False
192,81,41,0,PLOEG,7,10,100,0.1,0.02,0.1,8,500,0.3,0.007,False
193,82,41,0,PLOEG,7,10,100,0.1,0.02,0.1,8,500,0.3,0.001,False
194,83,42,0,PLOEG,7,10,100,0.1,0.02,0.1,8,500,0.5,0.007,False
195,84,42,0,PLOEG,7,10,100,0.1,0.02,0.1,8,500,0.5,0.001,False
196,85,43,0,PLOEG,7,10,100,0.1,0.02,0.1,6,100,0.2,0.007,False
197,86,43,0,PLOEG,7,10,100,0.1,0.02,0.1,6,100,0.2,0.001,False
198,87,44,0,PLOEG,7,10,100,0.1,0.02,0.1,6,100,0.3,0.007,False
199,88,44,0,PLOEG,7,10,100,0.1,0.02,0.1,6,100,0.3,0.001,False
200,89,45,0,PLOEG,7,10,100,0.1,0.02,0.1,6,100,0.5,0.007,False
201,90,45,0,PLOEG,7,10,100,0.1,0.02,0.1,6,100,0.5,0.001,False
202,91,46,0,PLOEG,7,10,100,0.1,0.02,0.1,6,500,0.2,0.007,False
203,92,46,0,PLOEG,7,10,100,0.1,0.02,0.1,6,500,0.2,0.001,False
204,93,47,0,PLOEG,7,10,100,0.1,0.02,0.1,6,500,0.3,0.007,False
205,94,47,0,PLOEG,7,10,100,0.1,0.02,0.1,6,500,0.3,0.001,False
206,95,48,0,PLOEG,7,10,100,0.1,0.02,0.1,6,500,0.5,0.007,False
207,96,48,0,PLOEG,7,10,100,0.1,0.02,0.1,6,500,0.5,0.001,False
208,97,49,0,PLOEG,7,10,100,0.1,0.04,0.1,8,100,0.2,0.004,False
209,98,49,0,PLOEG,7,10,100,0.1,0.04,0.1,8,100,0.2,0.001,False
210,99,50,0,PLOEG,7,10,100,0.1,0.04,0.1,8,100,0.3,0.004,False
211,100,50,0,PLOEG,7,10,100,0.1,0.04,0.1,8,100,0.3,0.001,False
212,101,51,0,PLOEG,7,10,100,0.1,0.04,0.1,8,100,0.5,0.004,False
213,102,51,0,PLOEG,7,10,100,0.1,0.04,0.1,8,100,0.5,0.001,False
214,103,52,0,PLOEG,7,10,100,0.1,0.04,0.1,8,500,0.2,0.004,False
215,104,52,0,PLOEG,7,10,100,0.1,0.04,0.1,8,500,0.2,0.001,False
216,105,53,0,PLOEG,7,10,100,0.1,0.04,0.1,8,500,0.3,0.004,False
217,106,53,0,PLOEG,7,10,100,0.1,0.04,0.1,8,500,0.3,0.001,False
218,107,54,0,PLOEG,7,10,100,0.1,0.04,0.1,8,500,0.5,0.004,False
219,108,54,0,PLOEG,7,10,100,0.1,0.04,0.1,8,500,0.5,0.001,False
220,109,55,0,PLOEG,7,10,100,0.1,0.04,0.1,6,100,0.2,0.004,False
221,110,55,0,PLOEG,7,10,100,0.1,0.04,0.1,6,100,0.2,0.001,False
222,111,56,0,PLOEG,7,10,100,0.1,0.04,0.1,6,100,0.3,0.004,False
223,112,56,0,PLOEG,7,10,100,0.1,0.04,0.1,6,100,0.3,0.001,False
224,113,57,0,PLOEG,7,10,100,0.1,0.04,0.1,6,100,0.5,0.004,False
225,114,57,0,PLOEG,7,10,100,0.1,0.04,0.1,6,100,0.5,0.001,False
226,115,58,0,PLOEG,7,10,100,0.1,0.04,0.1,6,500,0.2,0.004,False
227,116,58,0,PLOEG,7,10,100,0.1,0.04,0.1,6,500,0.2,0.001,False
228,117,59,0,PLOEG,7,10,100,0.1,0.04,0.1,6,500,0.3,0.004,False
229,118,59,0,PLOEG,7,10,100,0.1,0.04,0.1,6,500,0.3,0.001,False
230,119,60,0,PLOEG,7,10,100,0.1,0.04,0.1,6,500,0.5,0.004,False
231,120,60,0,PLOEG,7,10,100,0.1,0.04,0.1,6,500,0.5,0.001,False
232,121,61,0,PLOEG,7,10,100,0.1,0.03,0.1,8,100,0.2,0.004,False
233,122,61,0,PLOEG,7,10,100,0.1,0.03,0.1,8,100,0.2,0.001,False
234,123,62,0,PLOEG,7,10,100,0.1,0.03,0.1,8,100,0.3,0.004,False
235,124,62,0,PLOEG,7,10,100,0.1,0.03,0.1,8,100,0.3,0.001,False
236,125,63,0,PLOEG,7,10,100,0.1,0.03,0.1,8,100,0.5,0.004,False
237,126,63,0,PLOEG,7,10,100,0.1,0.03,0.1,8,100,0.5,0.001,False
238,127,64,0,PLOEG,7,10,100,0.1,0.03,0.1,8,500,0.2,0.004,False
239,128,64,0,PLOEG,7,10,100,0.1,0.03,0.1,8,500,0.2,0.001,False
240,129,65,0,PLOEG,7,10,100,0.1,0.03,0.1,8,500,0.3,0.004,False
241,130,65,0,PLOEG,7,10,100,0.1,0.03,0.1,8,500,0.3,0.001,False
242,131,66,0,PLOEG,7,10,100,0.1,0.03,0.1,8,500,0.5,0.004,False
243,132,66,0,PLOEG,7,10,100,0.1,0.03,0.1,8,500,0.5,0.001,False
244,133,67,0,PLOEG,7,10,100,0.1,0.03,0.1,6,100,0.2,0.004,False
245,134,67,0,PLOEG,7,10,100,0.1,0.03,0.1,6,100,0.2,0.001,False
246,135,68,0,PLOEG,7,10,100,0.1,0.03,0.1,6,100,0.3,0.004,False
247,136,68,0,PLOEG,7,10,100,0.1,0.03,0.1,6,100,0.3,0.001,False
248,137,69,0,PLOEG,7,10,100,0.1,0.03,0.1,6,100,0.5,0.004,False
249,138,69,0,PLOEG,7,10,100,0.1,0.03,0.1,6,100,0.5,0.001,False
250,139,70,0,PLOEG,7,10,100,0.1,0.03,0.1,6,500,0.2,0.004,False
251,140,70,0,PLOEG,7,10,100,0.1,0.03,0.1,6,500,0.2,0.001,False
252,141,71,0,PLOEG,7,10,100,0.1,0.03,0.1,6,500,0.3,0.004,False
253,142,71,0,PLOEG,7,10,100,0.1,0.03,0.1,6,500,0.3,0.001,False
254,143,72,0,PLOEG,7,10,100,0.1,0.03,0.1,6,500,0.5,0.004,False
255,144,72,0,PLOEG,7,10,100,0.1,0.03,0.1,6,500,0.5,0.001,False
256,145,73,0,PLOEG,7,100,100,0.05,0.02,0.05,8,100,0.2,0.094,False
257,146,73,0,PLOEG,7,100,100,0.05,0.02,0.05,8,100,0.2,0.006,False
258,147,74,0,PLOEG,7,100,100,0.05,0.02,0.05,8,100,0.3,0.094,False
259,148,74,0,PLOEG,7,100,100,0.05,0.02,0.05,8,100,0.3,0.006,False
260,149,75,0,PLOEG,7,100,100,0.05,0.02,0.05,8,100,0.5,0.094,False
261,150,75,0,PLOEG,7,100,100,0.05,0.02,0.05,8,100,0.5,0.006,False
262,151,76,0,PLOEG,7,100,100,0.05,0.02,0.05,8,500,0.2,0.094,False
263,152,76,0,PLOEG,7,100,100,0.05,0.02,0.05,8,500,0.2,0.006,False
264,153,77,0,PLOEG,7,100,100,0.05,0.02,0.05,8,500,0.3,0.094,False
265,154,77,0,PLOEG,7,100,100,0.05,0.02,0.05,8,500,0.3,0.006,False
266,155,78,0,PLOEG,7,100,100,0.05,0.02,0.05,8,500,0.5,0.094,False
267,156,78,0,PLOEG,7,100,100,0.05,0.02,0.05,8,500,0.5,0.006,False
